experiment,"samples=100,val_ratio=10%_accuracy","samples=100,val_ratio=10%_val_loss_mean","samples=100,val_ratio=10%_val_loss_final","samples=100,val_ratio=20%_accuracy","samples=100,val_ratio=20%_val_loss_mean","samples=100,val_ratio=20%_val_loss_final","samples=100,val_ratio=30%_accuracy","samples=100,val_ratio=30%_val_loss_mean","samples=100,val_ratio=30%_val_loss_final","samples=500,val_ratio=10%_accuracy","samples=500,val_ratio=10%_val_loss_mean","samples=500,val_ratio=10%_val_loss_final","samples=500,val_ratio=20%_accuracy","samples=500,val_ratio=20%_val_loss_mean","samples=500,val_ratio=20%_val_loss_final","samples=500,val_ratio=30%_accuracy","samples=500,val_ratio=30%_val_loss_mean","samples=500,val_ratio=30%_val_loss_final","samples=1000,val_ratio=10%_accuracy","samples=1000,val_ratio=10%_val_loss_mean","samples=1000,val_ratio=10%_val_loss_final","samples=1000,val_ratio=20%_accuracy","samples=1000,val_ratio=20%_val_loss_mean","samples=1000,val_ratio=20%_val_loss_final","samples=1000,val_ratio=30%_accuracy","samples=1000,val_ratio=30%_val_loss_mean","samples=1000,val_ratio=30%_val_loss_final",best_dataset_by_min_val_loss
"lr_decay=0.02,batch_size=8,layers=[100,20,20,3]",0.4,0.10658493246272668,0.10460349707471206,1.0,0.038131325184050005,0.0014685977230356384,1.0,0.02847701137012957,0.00018754795206395787,0.96,0.017862472621266105,0.0042801567597857545,0.98,0.018533545999912377,0.002093049714001302,0.9866666666666667,0.017275427659656048,0.002066007947305268,1.0,0.012346324713326747,0.00014762419183362373,1.0,0.01068951021418262,2.6926539296923182e-05,0.9966666666666667,0.02124047804565453,0.0005638558905368973,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=16,layers=[100,20,20,3]",1.0,0.07430812207077135,0.047332445100163774,1.0,0.077787458142242,0.053722147306022094,1.0,0.07013983921713286,0.04446718689771731,0.96,0.021405039807286537,0.004037931953275348,1.0,0.021127453486451973,0.0018100222929757171,0.9866666666666667,0.020773854545065865,0.0018465153393851055,1.0,0.015464793438733162,0.00020226951743744398,1.0,0.015984478614677194,7.768692482113074e-05,1.0,0.027838842728183856,0.0006760934442490018,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=8,layers=[100,20,20,3]",1.0,0.029345416283445905,0.0008837757458687382,1.0,0.03509831486215902,0.0020570611946268704,1.0,0.024316618603999775,0.0003142020170309782,0.96,0.01822033640426697,0.004194256175402075,0.98,0.018152771167807148,0.002053138331466867,0.9866666666666667,0.01707056954901944,0.002039696968947271,1.0,0.01711831577303158,0.0002302656062581492,1.0,0.013478982176441305,4.96396216638712e-05,0.9966666666666667,0.025304636848344667,0.0006257460904988848,"samples=1000,val_ratio=20%"
"lr_decay=0.01,batch_size=16,layers=[100,20,15,3]",1.0,0.038464605987181585,0.0013405751565462984,1.0,0.08064807883141692,0.05073024674179086,1.0,0.04049132791776412,0.0013376451978480022,0.96,0.02785971318322538,0.007340477123803542,0.98,0.023705305548412277,0.0021919830192258056,1.0,0.033315240558285365,0.0016269904431629836,1.0,0.022061203673078733,0.0002710687479629405,0.995,0.02911885912154591,0.001658216303855318,1.0,0.018483403765306994,0.0005312331121299833,"samples=1000,val_ratio=30%"
"lr_decay=0.01,batch_size=8,layers=[100,20,15,3]",1.0,0.033097803943156145,0.000743259485334743,1.0,0.0317349757977505,0.00029010055094089073,1.0,0.03229738806036458,0.0004323274151139212,0.96,0.024984251301056838,0.0075178207052983585,0.98,0.02057426211989934,0.0021935628803863736,1.0,0.03102451856135008,0.0014883599929652871,1.0,0.015830418545230332,0.00015732884647772684,0.995,0.01914231159183303,0.0017732743423546338,1.0,0.01575033534806775,0.00046658093080210246,"samples=1000,val_ratio=30%"
"lr_decay=0.02,batch_size=16,layers=[100,20,15,3]",1.0,0.03957158125593394,0.001781095457904903,1.0,0.03438450593277678,0.0008528948595750226,1.0,0.04377174817199584,0.0026250253096933725,0.96,0.029229002395599724,0.006969064593110977,0.98,0.022358738856341927,0.002197785160054731,1.0,0.03077398601730269,0.0015233469609775927,1.0,0.018655839957057968,0.000207815502960471,0.995,0.027385429410893176,0.0016453039411583885,1.0,0.017028249440906196,0.000505047660939043,"samples=1000,val_ratio=30%"
"lr_decay=0.02,batch_size=8,layers=[100,20,15,3]",1.0,0.03404415805474581,0.0008882416031253029,1.0,0.03166369006006533,0.0003674878109746671,1.0,0.032035424899561966,0.0005073271848637639,0.96,0.026240596670487514,0.007297342634402845,0.98,0.019242022999169283,0.002208136951543002,1.0,0.027730880569048235,0.0013557175220959296,1.0,0.0183790352354201,0.00020501628677980474,0.995,0.013951036074852288,0.001982361628136575,1.0,0.014684401588589854,0.0004441164203179009,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=16,layers=[100,20,15,3]",1.0,0.03126792176098865,0.0019560047002223275,1.0,0.07826706230425809,0.05150947057628376,1.0,0.03490224344711269,0.0035734183549251046,0.96,0.02908926725161712,0.006891151036139741,0.98,0.02263150480318335,0.0021888216860909385,1.0,0.032639345724844594,0.0017546530078443063,1.0,0.02269393021550539,0.00030226978520716494,0.995,0.0316485527451643,0.0019262401640171751,1.0,0.017042691014291914,0.000533872062209526,"samples=1000,val_ratio=30%"
"lr_decay=0.05,batch_size=8,layers=[100,20,15,3]",1.0,0.035703118469984176,0.0014110456382764964,1.0,0.02975298279301918,0.0007343505564313147,1.0,0.03343330914016917,0.0011460226708294252,0.96,0.0271788580400633,0.007222009353780422,0.98,0.018816907313430647,0.0022118786415627075,1.0,0.02937202349550398,0.0014804983837751386,1.0,0.014513316676220604,0.0001437865483157121,0.995,0.022402657597944405,0.0016082441597938875,1.0,0.013660209113747566,0.000437117862691816,"samples=1000,val_ratio=30%"
"lr_decay=0.01,batch_size=16,layers=[100,20,10,3]",1.0,0.06898997453937819,0.043084999677804735,1.0,0.04490595238293923,0.004109798441062228,1.0,0.029883813663947184,0.0005018966358986192,0.92,0.024572116358715673,0.01701235137612447,1.0,0.022924580822943866,0.0017241021985992114,1.0,0.02930375226049464,0.0027751985510371356,1.0,0.027179313817036158,0.00036481398247063373,1.0,0.027461350888541552,0.0005936693901551703,1.0,0.015161536812191545,0.00018251435141023326,"samples=1000,val_ratio=30%"
"lr_decay=0.01,batch_size=8,layers=[100,20,10,3]",1.0,0.03274612625981649,0.0007498531451295103,1.0,0.04473633357888342,0.003682105193852458,1.0,0.02715604290913129,0.0003261093651924736,0.92,0.021320978740434544,0.02462229239544657,0.99,0.020128462060471267,0.0018062684950333264,1.0,0.0361086928477042,0.003416719945277183,1.0,0.011648506059034967,8.030823378556468e-05,1.0,0.022259961665236964,0.0005716097951725433,1.0,0.013517988218045124,0.00017375385077721703,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=16,layers=[100,20,10,3]",1.0,0.03817769137540108,0.0022597897386460648,1.0,0.04141643594776075,0.003727614450777918,1.0,0.029612529092996935,0.0006854972573270325,0.92,0.02243755716564497,0.016845981493654683,1.0,0.02271570937612255,0.001714922747762,1.0,0.03079705681972065,0.002909561442960493,1.0,0.02616919049516784,0.00033196449574261896,1.0,0.025315946263394565,0.0005787162271991413,1.0,0.015439367461714449,0.00019176310327957444,"samples=1000,val_ratio=30%"
"lr_decay=0.02,batch_size=8,layers=[100,20,10,3]",1.0,0.03392032061917625,0.0009816860547552176,1.0,0.03377451809140922,0.0015368124218865429,1.0,0.02607909486338745,0.0003482745169242441,0.92,0.020388163902951905,0.018084796158836333,1.0,0.019841485075555488,0.001780934682222004,1.0,0.0421914185870817,0.005115568405129004,1.0,0.011158066674658173,7.276167169001926e-05,1.0,0.026104023762240355,0.0005837134333545636,1.0,0.013224476458668066,0.00017301223118905708,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,20,10,3]",1.0,0.07392486689495499,0.04811939322920149,1.0,0.03161229896243053,0.00527029581604213,0.36666666666666664,0.11077477499858489,0.10838622657350033,0.96,0.03515153082806297,0.010643292047036977,1.0,0.022100129503309463,0.0016653538472297348,1.0,0.04260851310771988,0.006171994238757055,1.0,0.025875144794154606,0.00035784689516890427,1.0,0.02406015406179774,0.0005796122688761387,1.0,0.014736572665835047,0.00020121604125894547,"samples=1000,val_ratio=30%"
"lr_decay=0.05,batch_size=8,layers=[100,20,10,3]",1.0,0.029148718335431013,0.0010438463304375414,1.0,0.049961725225294136,0.008892449880877578,1.0,0.022825612307024026,0.0005152178593246407,0.92,0.02147111263891674,0.024362487572089673,1.0,0.019098571982121545,0.0017915065476958056,1.0,0.03837173950309458,0.0041463677138059655,1.0,0.018539997385130607,0.00016851452483734042,1.0,0.02511044680592635,0.0005827776092195584,1.0,0.013334787706283812,0.00017449275012009448,"samples=1000,val_ratio=30%"
"lr_decay=0.01,batch_size=16,layers=[100,20,5,3]",0.6,0.08803549496070025,0.059281502710609675,1.0,0.04715497049981985,0.0045680538489682055,1.0,0.05076994554986876,0.008929247231793757,0.96,0.02559534083305608,0.012406530300599749,1.0,0.01264393933297465,0.00025832109585552203,1.0,0.039604833673444285,0.006708293804967561,1.0,0.021915344663414115,0.0008537613819984808,0.99,0.024194107885462002,0.0023324375503559367,0.9466666666666667,0.047414637420005804,0.011596938901682102,"samples=500,val_ratio=20%"
"lr_decay=0.01,batch_size=8,layers=[100,20,5,3]",0.6,0.07324824780492545,0.052881538968518466,1.0,0.04707593679227019,0.004191237358605003,1.0,0.03379392007052647,0.0018264747832178205,0.96,0.023119752100016894,0.012484994561435425,1.0,0.009733402997305417,0.00014643055631574745,1.0,0.019544834125582482,0.002741190854563498,1.0,0.018440890205286085,0.0003202090684674372,0.99,0.009636423366848456,0.0029396448463371023,0.97,0.023542205926278408,0.006033116203242144,"samples=1000,val_ratio=20%"
"lr_decay=0.02,batch_size=16,layers=[100,20,5,3]",0.6,0.07644570519283815,0.05414138221063751,1.0,0.054013277270824236,0.009289047519564551,1.0,0.04722060185379105,0.007793324075028763,0.96,0.026389945322978097,0.012266392637223348,1.0,0.013180590554874846,0.00031405412914617577,1.0,0.04374548875902247,0.007666218017552006,1.0,0.021547966462787352,0.0006551232691284409,0.985,0.03107942519265737,0.003339080343924468,0.96,0.037863317634875784,0.008715636184071864,"samples=500,val_ratio=20%"
"lr_decay=0.02,batch_size=8,layers=[100,20,5,3]",0.6,0.08727313478703926,0.0584800816839025,1.0,0.03970149699606759,0.002819480786428094,1.0,0.04392144542117969,0.00491655379836598,0.96,0.022807014669054753,0.012507575268533796,1.0,0.00977564089046526,0.0001585976850528299,1.0,0.01694321141313073,0.0023465106446769754,1.0,0.022688493821251786,0.0005982276496500624,0.99,0.011871298883602194,0.0022934495533344155,0.9733333333333334,0.010738663846124315,0.005468298698355769,"samples=500,val_ratio=20%"
"lr_decay=0.05,batch_size=16,layers=[100,20,5,3]",0.6,0.07682132007802563,0.055498450996931924,1.0,0.038268769259596845,0.008757214270489172,1.0,0.036886521139134626,0.009597102850534289,0.96,0.025800132976093203,0.011871880777252056,1.0,0.01288193170102814,0.0004269502997263876,1.0,0.039939718210387554,0.007356197298735807,1.0,0.026292297922078885,0.0016869810868999128,0.985,0.03258510607403625,0.0037247724937845917,0.96,0.02875816428916741,0.007996417515278097,"samples=500,val_ratio=20%"
"lr_decay=0.05,batch_size=8,layers=[100,20,5,3]",0.6,0.06282119493798538,0.05104847455369012,1.0,0.05124538215430243,0.00863006555472044,1.0,0.03746356876480593,0.004514311140876797,0.96,0.022936693072533283,0.012407572753858327,1.0,0.009737996178809067,0.00019720152290349553,1.0,0.03465605727593123,0.006174363340251057,1.0,0.024132503409487287,0.000992120749642663,0.99,0.019002557839330456,0.002281474242469798,0.9733333333333334,0.019601500390637794,0.005775239483743744,"samples=500,val_ratio=20%"
"lr_decay=0.01,batch_size=16,layers=[100,10,25,3]",1.0,0.03380238598087336,0.0010733998581305402,1.0,0.047223601464419354,0.003387755088973937,1.0,0.04779893931732903,0.004239451773003232,1.0,0.031230378880709682,0.0007425890116222549,1.0,0.03217346304065582,0.0006883695397724026,1.0,0.03672714754219365,0.0017386954422220896,1.0,0.02305572575555194,0.0003568020102193608,1.0,0.02465664030207524,0.0003140516448882404,0.9933333333333333,0.024813309921919033,0.0012472240607148445,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=8,layers=[100,10,25,3]",1.0,0.03228601334943518,0.0008238483332816735,1.0,0.03122766683280207,0.0007946758703167943,1.0,0.04031776253142,0.0019512427130289744,1.0,0.02629007583426509,0.0005936358439533022,1.0,0.027056919827758406,0.00043499746079603063,1.0,0.03031977076725287,0.0012962685438400307,1.0,0.013726634729592417,0.0002035318526954533,1.0,0.020264228810393452,0.00019411367972336325,0.9933333333333333,0.020125854332702,0.0011410350422804802,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=16,layers=[100,10,25,3]",1.0,0.033934992287630326,0.0013229180354469075,0.3,0.11424923904734037,0.110674757563817,1.0,0.04632893898923766,0.004732724030397408,1.0,0.037926115584074306,0.0010911020899862826,1.0,0.0264265683084977,0.00043873867928699914,1.0,0.030254841670072266,0.001310119358337657,1.0,0.02109983786700988,0.00031869155148806394,1.0,0.030710008515642897,0.0005443203062130264,0.9933333333333333,0.02625659596032221,0.0012704233489786079,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=8,layers=[100,10,25,3]",1.0,0.028954365704630777,0.0006393220064127692,1.0,0.03752646620954856,0.0014508804924391952,1.0,0.04670580633636027,0.003866025196814714,1.0,0.0325327545270305,0.0007998736815067554,1.0,0.02235957077564078,0.0002888987657290292,1.0,0.02584563342577587,0.0010359308311768877,1.0,0.009409780994053877,0.00016184472258689558,1.0,0.023372195537940406,0.00028727790440948546,0.9933333333333333,0.02987557898653907,0.001388491581424088,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,10,25,3]",1.0,0.027558228687928565,0.0019301922479727058,1.0,0.040877190826113144,0.007032967080608716,1.0,0.08099222655648568,0.05214247069344798,1.0,0.029471061120779612,0.0007806461008942154,1.0,0.025287395043692745,0.0005116565510368262,1.0,0.030183311552040966,0.0014714846091488953,1.0,0.021315704364463964,0.00034053980682777966,1.0,0.02008671093819313,0.00021927168029919872,0.9933333333333333,0.025874275438852345,0.0013121874655318598,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=8,layers=[100,10,25,3]",1.0,0.02819920890971565,0.0008484503812396548,1.0,0.034583046613231506,0.0018303700241887927,1.0,0.07601161612225023,0.04889990301350402,1.0,0.02521262079257127,0.000603129841095779,1.0,0.02292890972192,0.00034187354481256716,1.0,0.031273002982412555,0.0014118286611634783,1.0,0.01140265903690933,0.0001864206383114818,1.0,0.01966781103482947,0.0001937922917935802,0.9933333333333333,0.023000798583781845,0.001200164757608242,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=16,layers=[100,10,20,3]",0.4,0.10918074567946978,0.10917587429142044,0.3,0.11585329665064285,0.10995881052631513,1.0,0.04723141864702406,0.0036359967815905963,0.96,0.04046423176378326,0.010982115393680927,0.98,0.031415812176994094,0.0038936243417831344,1.0,0.022809603113826026,0.0003386612166725525,1.0,0.02017349704036173,5.288336479206562e-05,0.995,0.028420266462083014,0.001808555987534457,0.9966666666666667,0.0198572469212482,0.0009668181705810567,"samples=1000,val_ratio=30%"
"lr_decay=0.01,batch_size=8,layers=[100,10,20,3]",1.0,0.03333311982901729,0.0013233496082560878,0.3,0.11639996290818774,0.11106181536015927,1.0,0.03526646100746199,0.0012514706815565867,0.96,0.024992054553975428,0.01301416650872674,0.98,0.031138311398588032,0.0038719907120537893,1.0,0.019477091157091554,0.0003035415585817416,1.0,0.017060773441588344,3.4612608073199716e-05,0.995,0.013558814420415795,0.0012424437032453816,0.9966666666666667,0.02122172546267792,0.0011235005227068057,"samples=1000,val_ratio=20%"
"lr_decay=0.02,batch_size=16,layers=[100,10,20,3]",0.4,0.10846023958783231,0.1057983167521084,1.0,0.040357201721622465,0.003384016796320508,0.36666666666666664,0.11490377797817644,0.11033925273258637,0.96,0.034087451958514016,0.011591398818354394,0.98,0.02981552620748193,0.003955317820050636,1.0,0.02292944713616708,0.0003528117590711935,1.0,0.019082646015775934,4.659168841373534e-05,0.995,0.018297049189262424,0.0013734263521107532,0.9966666666666667,0.020243780178884316,0.001075588542509144,"samples=1000,val_ratio=20%"
"lr_decay=0.02,batch_size=8,layers=[100,10,20,3]",1.0,0.04082276533764601,0.0028709625334222286,1.0,0.038931131582463877,0.0024745725164145435,1.0,0.041404547047648836,0.002226818018713663,0.96,0.02660918835535889,0.012818514390035366,0.98,0.03318734350768339,0.0037642690863078426,1.0,0.020593057658670325,0.0003141112929026775,1.0,0.01755948427962645,3.7999145762382585e-05,0.995,0.016344740108154305,0.0012948595182891022,0.9966666666666667,0.016660012075155228,0.0007051298962578865,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=16,layers=[100,10,20,3]",1.0,0.033345708460816866,0.007061633173188007,0.8,0.0839932425139967,0.05392850160680907,1.0,0.032556031625696764,0.008010175839070183,0.96,0.03292366341134886,0.011500346829979767,0.98,0.030931634029876427,0.003829525449541789,1.0,0.021856989728886226,0.00038909598652625495,1.0,0.017473897399661223,4.196147926824447e-05,0.995,0.023606605831608864,0.001643630587085026,0.9866666666666667,0.045507347355420745,0.004236277547988802,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=8,layers=[100,10,20,3]",1.0,0.03404086894427068,0.002355072143924947,1.0,0.07031918187240235,0.040650049565965025,1.0,0.033023070031389615,0.002234322422997025,0.96,0.028735146282484036,0.012327295946676925,0.98,0.023808018466460485,0.004305629438910556,1.0,0.01935324425025006,0.0003155733896188064,1.0,0.016125635581602012,3.218774798624414e-05,0.995,0.014836824695409107,0.0012712861785497277,0.9966666666666667,0.017760806818221217,0.0008629233969176597,"samples=1000,val_ratio=20%"
"lr_decay=0.01,batch_size=16,layers=[100,10,15,3]",0.6,0.08007985171962793,0.05303521839868384,0.3,0.11384057068820977,0.11268159723698337,0.7,0.07539898000067165,0.049581563180141994,0.96,0.02833360417904141,0.0048834434327264765,0.98,0.03247782797812758,0.006434944352124311,0.9866666666666667,0.024059660608652948,0.001950013985456702,1.0,0.020410797277645925,0.00010507129267381448,1.0,0.015835701856236065,0.00024315786109161376,1.0,0.03444930773493428,0.0008166216929192887,"samples=1000,val_ratio=20%"
"lr_decay=0.01,batch_size=8,layers=[100,10,15,3]",1.0,0.027907856453539832,0.00023141298958993868,1.0,0.03463530418786457,0.0005994479117623126,1.0,0.04339384454529003,0.0015254010487163795,0.96,0.02651525223079337,0.00477244667370513,0.98,0.02113634585614882,0.006796677465017314,0.9866666666666667,0.02122589811743297,0.002071866670398527,1.0,0.01957033089878399,9.864871089884731e-05,1.0,0.01234611586863136,0.000120944779037845,1.0,0.02464169299639517,0.0004972624980317093,"samples=1000,val_ratio=20%"
"lr_decay=0.02,batch_size=16,layers=[100,10,15,3]",0.6,0.07055682079597231,0.051353247468705156,0.95,0.08757876526037225,0.05680383997890421,1.0,0.04912291612945407,0.006530802412643848,0.96,0.029119773387455847,0.00472214129748119,0.98,0.024002809005710835,0.006620097893008706,0.9866666666666667,0.024034758481129178,0.001909060462485985,1.0,0.02112313744077483,0.00011873408805094827,1.0,0.01647631142159734,0.00028322893587772905,1.0,0.029627044063381548,0.0006675216860596363,"samples=1000,val_ratio=20%"
"lr_decay=0.02,batch_size=8,layers=[100,10,15,3]",0.6,0.07266330181032454,0.05113228849130826,1.0,0.04351136929220882,0.0021719493270781712,0.7,0.08296014953482655,0.05233974585828066,0.96,0.02766171506836691,0.00489785134135502,0.98,0.027010024991855175,0.006517844715021326,0.9866666666666667,0.02011035111579561,0.002066876163307888,1.0,0.01811420336058031,7.75820082981024e-05,1.0,0.013405459461225068,0.00016431076131823272,1.0,0.024282373803956703,0.0005114532927303541,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=16,layers=[100,10,15,3]",0.6,0.07886594009242597,0.052974480939164965,1.0,0.07394431709391312,0.04995901833702454,0.6666666666666666,0.08151012950271477,0.05293510218233029,0.96,0.028019854847702606,0.004243180266493623,0.98,0.04094284630204246,0.007342683740871204,0.9866666666666667,0.02340995339877158,0.0018335971247044499,1.0,0.022544293286555366,0.0001612670049930638,1.0,0.017429981149804024,0.00036942221331159826,1.0,0.025146506930616912,0.0005877679733162064,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=8,layers=[100,10,15,3]",1.0,0.03678075435438551,0.0035436607927916697,1.0,0.04475948800581253,0.004767789433552269,0.7,0.07727169554539319,0.05103760912266505,0.96,0.02421390998715787,0.004714196162759108,0.98,0.022637113070524666,0.006674414835875567,0.9866666666666667,0.020372982055780354,0.0019729735965668387,1.0,0.01757812143601115,7.827336893887813e-05,1.0,0.011925996908187134,0.00013241577783964126,1.0,0.027541558554981856,0.0006142820652070285,"samples=1000,val_ratio=20%"
"lr_decay=0.01,batch_size=16,layers=[100,10,10,3]",1.0,0.04537457221463525,0.001454115467019306,1.0,0.07988867938623108,0.05850587785420059,0.6666666666666666,0.07898922209798326,0.05336911309421336,0.96,0.029385932759504088,0.007122553554955977,1.0,0.015967022872294716,0.001415500530364642,0.9933333333333333,0.023716436180086006,0.0013848032532242413,1.0,0.015000065718802361,0.0003698470641488205,0.995,0.01679663089152803,0.0007393125779270592,0.9966666666666667,0.026801006364291266,0.001384288504587659,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=8,layers=[100,10,10,3]",1.0,0.043084190561883215,0.0008861097867347536,1.0,0.08146674090612009,0.05875721412812394,0.6666666666666666,0.08331395953096328,0.05398647937350666,0.96,0.027770683679200065,0.007453805220330674,1.0,0.013075562482489646,0.0011838300967841838,0.9933333333333333,0.027666085665049207,0.0016982211058655869,1.0,0.01211669196090238,0.0002487149278975676,0.995,0.01285371103274585,0.0006999310816900569,0.9966666666666667,0.030374972662954445,0.0013830047226434969,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=16,layers=[100,10,10,3]",0.4,0.11117796425931852,0.1083083780406511,1.0,0.08274995320374792,0.059172556300118966,0.6666666666666666,0.08581234936440556,0.054968786971519565,0.96,0.03158091147635387,0.006435345106192338,1.0,0.01598445353985129,0.0014511039445707287,0.9933333333333333,0.024175858923463335,0.0014948083134062127,1.0,0.013942109171418405,0.0003295733065824704,0.995,0.015941792193387618,0.0007363369888290701,0.9966666666666667,0.02785313466049285,0.001382154887892869,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=8,layers=[100,10,10,3]",1.0,0.042558323102076044,0.0010442904243159665,1.0,0.07419269821970773,0.05762546280501019,0.6666666666666666,0.07740980122405905,0.053291958935206524,0.96,0.022525828769751982,0.008465933898697212,1.0,0.01349263033384502,0.0012489283289584732,1.0,0.021831697924290114,0.0012464932758043212,1.0,0.012663902069885075,0.0002747324899416133,0.995,0.013377614775306688,0.0007002279892749512,0.9966666666666667,0.028239208085875038,0.0013734389007928173,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,10,10,3]",1.0,0.03381458651437421,0.01140702472126438,0.3,0.11286192967176124,0.11133878042074305,0.6666666666666666,0.08431229002520885,0.05528322850088355,0.96,0.02686993129609223,0.006943257171524157,0.99,0.0157820265610151,0.001556961346746694,0.9933333333333333,0.023633428220650225,0.0016722670256107833,1.0,0.014926525795917234,0.000445520005541856,0.995,0.016817518874699948,0.0007615117087587226,0.9966666666666667,0.029958171351106212,0.0014137976580480352,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=8,layers=[100,10,10,3]",1.0,0.033081001746160014,0.0010690923955527136,1.0,0.07009547552028533,0.05697132469764153,0.6666666666666666,0.08033556287704478,0.05384207964270634,0.96,0.024219040354828976,0.007505995924387324,1.0,0.01363308210023339,0.0013162896807575786,0.9933333333333333,0.02241159127226834,0.0014062181009974037,1.0,0.01695963174700043,0.0005472508095221607,0.995,0.013478758540921959,0.0007150637650903974,0.99,0.018142760061181144,0.0014662338253986233,"samples=1000,val_ratio=20%"
"lr_decay=0.01,batch_size=16,layers=[100,10,5,3]",0.4,0.11194609993929891,0.10868532230166553,0.65,0.08970241274649504,0.06114409326648977,0.9333333333333333,0.08488787425194443,0.05444754211832903,1.0,0.03706594173413523,0.0020186239578445305,0.98,0.039648257412655034,0.007038484574960859,0.9666666666666667,0.03386663594743441,0.0074244478482691206,0.98,0.01192246749905895,0.00650333360294023,1.0,0.02514431549615544,0.0022782079014061494,0.9433333333333334,0.025644499175744385,0.008775756547457764,"samples=1000,val_ratio=10%"
"lr_decay=0.01,batch_size=8,layers=[100,10,5,3]",1.0,0.04651981344329757,0.002866685352371369,0.65,0.0816300618785149,0.05903165336716729,0.6666666666666666,0.07348253846892623,0.05156893454988074,0.98,0.016255781597230505,0.0033833641920658695,0.96,0.031007756317330628,0.007722777816030247,0.9666666666666667,0.03248385597687773,0.007250333261784717,0.98,0.013161591577955609,0.00645630122918716,1.0,0.017321022934336964,0.0014714277416090565,0.97,0.01527058397656306,0.008764122985956987,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=16,layers=[100,10,5,3]",0.4,0.11184615311678664,0.10851174432668417,0.65,0.08423548669236149,0.05971505584981201,0.36666666666666664,0.11077445766499067,0.10906792575463548,1.0,0.04009892666735081,0.002286216074806445,0.97,0.034243026197774716,0.007269761094447086,0.9466666666666667,0.05225873971703834,0.013960733861709432,0.98,0.010813393259412647,0.00652166369082807,1.0,0.019990011291885462,0.001695222593497161,0.9533333333333334,0.020398717120725704,0.007675731230892962,"samples=1000,val_ratio=10%"
"lr_decay=0.02,batch_size=8,layers=[100,10,5,3]",1.0,0.04243061678410541,0.002180902256087791,0.65,0.07961170452712964,0.058874382420615004,0.8333333333333334,0.0713994212536741,0.051127698881356765,0.98,0.011530862971778145,0.004306708325293711,0.96,0.024885931489972573,0.008469622848727347,0.9466666666666667,0.0461325564101904,0.010364453878763192,0.98,0.00997008417170329,0.006551782678397206,0.985,0.03085659084466981,0.0031692655961767717,0.97,0.014979470036170688,0.008702529961466227,"samples=1000,val_ratio=10%"
"lr_decay=0.05,batch_size=16,layers=[100,10,5,3]",1.0,0.07831110678273248,0.03561937640625039,0.65,0.08474215407358578,0.06096067803181175,0.6666666666666666,0.08101714700908769,0.05480342678349295,1.0,0.026206631868303087,0.0016665557739176417,0.98,0.034563698969141375,0.007145751609970994,0.9533333333333334,0.04352440964572464,0.01066980007234733,0.98,0.03630799621233179,0.0067067871924652465,1.0,0.021484156438205403,0.002029982036128772,0.92,0.03545197032600284,0.014752584676293798,"samples=1000,val_ratio=20%"
"lr_decay=0.05,batch_size=8,layers=[100,10,5,3]",1.0,0.047285712021152136,0.0057386257266698005,0.65,0.08044028361102282,0.0591946194455055,0.6666666666666666,0.07591477421959908,0.052607116089178944,1.0,0.02674521620604933,0.0017047191438395804,0.98,0.04053638390310921,0.007155230309399465,0.9666666666666667,0.029587907661203953,0.007195295907085373,0.98,0.02190674658217326,0.005004740266779389,1.0,0.024964786474304283,0.002375566633799039,0.9433333333333334,0.022911984540525454,0.007948097943596813,"samples=1000,val_ratio=10%"
